domain,agent_1,utility_1,agent_2,utility_2,nash,social_welfare,result,nash_distance,pareto_distance
domain40,AlphaBIU,0.825534458,GamblerAgent,0.845732458,0.698181286,1.671266916,agreement,0.021000369,0.021000369
domain40,AlphaBIU,0.896283101,AgentFO,0.733275534,0.65722247,1.629558635,agreement,0.126165413,0.009535995
domain41,AlphaBIU,0.775165142,MatrixAlienAgent,0.549053714,0.4256073,1.324218856,agreement,0.452006114,0.083469699
domain41,AlphaBIU,0.799964759,TripleAgent,0.705077367,0.564037046,1.505042126,agreement,0.319566798,1.11E-16
domain41,AlphaBIU,0.920535192,TheDiceHaggler2021,0.082300882,0.075760859,1.002836075,agreement,0.940851971,0.073856873
domain41,AlphaBIU,0,AortaBoa,0,0,0,failed,1.166732869,0.965678255
domain41,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.166732869,0.965678255
domain41,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.166732869,0.965678255
domain41,AlphaBIU,0.852192118,AgentFO,0.51689729,0.440495797,1.369089408,agreement,0.510396109,1.11E-16
domain42,AlphaBIU,0.74347746,MatrixAlienAgent,0.789533565,0.587000409,1.533011024,agreement,0.114969837,1.11E-16
domain42,AlphaBIU,0.818909807,TripleAgent,0.771305676,0.631629782,1.590215483,agreement,0.161171372,0
domain42,AlphaBIU,0.932191699,TheDiceHaggler2021,0.536772848,0.500375193,1.468964547,agreement,0.420321253,0
domain42,AlphaBIU,0,AortaBoa,0,0,0,failed,1.159009909,1.042287568
domain42,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.159009909,1.042287568
domain42,AlphaBIU,0.818909807,GamblerAgent,0.771305676,0.631629782,1.590215483,agreement,0.161171372,0
domain42,AlphaBIU,0.932191699,AgentFO,0.536772848,0.500375193,1.468964547,agreement,0.420321253,0
domain43,AlphaBIU,0.804798283,MatrixAlienAgent,0.500967747,0.403177983,1.30576603,agreement,0.447966265,0
domain43,AlphaBIU,1,TripleAgent,0.199124485,0.199124485,1.199124485,agreement,0.807336275,0
domain43,AlphaBIU,0.902937714,TheDiceHaggler2021,0.12808817,0.11565564,1.031025884,agreement,0.825067156,0.120279863
domain43,AlphaBIU,0.87779865,AortaBoa,0.092357836,0.081071584,0.970156487,agreement,0.84858879,0.162272262
domain43,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.053802111,0.940761761
domain43,AlphaBIU,0,GamblerAgent,0,0,0,failed,1.053802111,0.940761761
domain43,AlphaBIU,0.894291159,AgentFO,0.401722248,0.359256655,1.296013407,agreement,0.579744802,1.11E-16
domain44,AlphaBIU,0.849647785,MatrixAlienAgent,0.768157937,0.652663689,1.617805721,agreement,1.57E-16,1.57E-16
domain44,AlphaBIU,0.849647785,TripleAgent,0.768157937,0.652663689,1.617805721,agreement,1.57E-16,1.57E-16
domain44,AlphaBIU,0.892336017,TheDiceHaggler2021,0.174727952,0.155916045,1.067063969,agreement,0.594963387,0.087587878
domain44,AlphaBIU,0,AortaBoa,0,0,0,failed,1.145411705,0.947822814
domain44,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.145411705,0.947822814
domain44,AlphaBIU,0.758073492,GamblerAgent,0.832274877,0.630925523,1.590348369,agreement,0.111789235,1.11E-16
domain44,AlphaBIU,0.88479278,AgentFO,0.659734682,0.583728483,1.544527462,agreement,0.113977072,0.026464098
domain45,AlphaBIU,0.96868637,MatrixAlienAgent,0.795545055,0.770633652,1.764231425,agreement,0,0
domain45,AlphaBIU,0.96868637,TripleAgent,0.795545055,0.770633652,1.764231425,agreement,0,0
domain45,AlphaBIU,0.950378431,TheDiceHaggler2021,0.779448234,0.740770789,1.729826665,agreement,0.024378029,0.024378029
domain45,AlphaBIU,1,AortaBoa,0.737689804,0.737689804,1.737689804,agreement,0.065785816,1.11E-16
domain45,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.253493206,1.070197102
domain45,AlphaBIU,0.96868637,GamblerAgent,0.795545055,0.770633652,1.764231425,agreement,0,0
domain45,AlphaBIU,0.96868637,AgentFO,0.795545055,0.770633652,1.764231425,agreement,0,0
domain46,AlphaBIU,0.980706595,MatrixAlienAgent,0.931771005,0.91379397,1.9124776,agreement,0.015504628,1.11E-16
domain46,AlphaBIU,0.987285583,TripleAgent,0.928697726,0.916889876,1.915983309,agreement,0.008418818,1.11E-16
domain46,AlphaBIU,0.979986534,TheDiceHaggler2021,0.927728547,0.909161483,1.907715081,agreement,0.015640462,0.004106088
domain46,AlphaBIU,0.985080603,AortaBoa,0.890707461,0.877418643,1.875788064,agreement,0.038323375,0.015504628
domain46,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.360743442,1.17918451
domain46,AlphaBIU,0.980706595,GamblerAgent,0.931771005,0.91379397,1.9124776,agreement,0.015504628,1.11E-16
domain46,AlphaBIU,0.980706595,AgentFO,0.931771005,0.91379397,1.9124776,agreement,0.015504628,1.11E-16
domain47,AlphaBIU,0.980532619,MatrixAlienAgent,0.932550451,0.914396136,1.91308307,agreement,1.57E-16,1.57E-16
domain47,AlphaBIU,0.980532619,TripleAgent,0.932550451,0.914396136,1.91308307,agreement,1.57E-16,1.57E-16
domain47,AlphaBIU,0.980532619,TheDiceHaggler2021,0.932550451,0.914396136,1.91308307,agreement,1.57E-16,1.57E-16
domain47,AlphaBIU,1,AortaBoa,0.906625028,0.906625028,1.906625028,agreement,0.032420772,1.11E-16
domain47,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.353179426,1.295019627
domain47,AlphaBIU,1,GamblerAgent,0.906625028,0.906625028,1.906625028,agreement,0.032420772,1.11E-16
domain47,AlphaBIU,0.980532619,AgentFO,0.932550451,0.914396136,1.91308307,agreement,1.57E-16,1.57E-16
domain48,AlphaBIU,0.960232983,MatrixAlienAgent,0.898017344,0.862305873,1.858250327,agreement,1.11E-16,1.11E-16
domain48,AlphaBIU,0.960232983,TripleAgent,0.898017344,0.862305873,1.858250327,agreement,1.11E-16,1.11E-16
domain48,AlphaBIU,0.967668564,TheDiceHaggler2021,0.315474985,0.305275226,1.28314355,agreement,0.582589811,0.058910489
domain48,AlphaBIU,0.955364889,AortaBoa,0.814006646,0.777673369,1.769371535,agreement,0.084151623,0.021634782
domain48,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.314717662,1.064434623
domain48,AlphaBIU,0.974214285,GamblerAgent,0.861515313,0.839300525,1.835729599,agreement,0.039088042,1.57E-16
domain48,AlphaBIU,0.974214285,AgentFO,0.861515313,0.839300525,1.835729599,agreement,0.039088042,1.57E-16
domain49,AlphaBIU,0.801115395,MatrixAlienAgent,0.981370482,0.786191001,1.782485877,agreement,1.11E-16,1.11E-16
domain49,AlphaBIU,0.891796305,TripleAgent,0.880224111,0.78498061,1.772020416,agreement,0.135844087,1.11E-16
domain49,AlphaBIU,0.98064535,TheDiceHaggler2021,0.609763364,0.597961608,1.590408714,agreement,0.412701897,1.57E-16
domain49,AlphaBIU,0,AortaBoa,0,0,0,failed,1.266836177,1.058327056
domain49,AlphaBIU,0,POMPFANAgent,0,0,0,failed,1.266836177,1.058327056
domain49,AlphaBIU,0.801115395,GamblerAgent,0.981370482,0.786191001,1.782485877,agreement,1.11E-16,1.11E-16
domain49,AlphaBIU,0.936354957,AgentFO,0.51540106,0.482598338,1.451756017,agreement,0.485198146,0.104239548
